codigo_venda,data,id_loja,produto,quantidade,valor_unitario,valor_final
38460,2019-07-18,Center Shopping Uberlândia,Camisa Gola V Liso,2,118.0,236.0
38460,2019-07-18,Center Shopping Uberlândia,Tênis Xadrez,2,259.0,518.0
38460,2019-07-18,Center Shopping Uberlândia,Pulseira Estampa,4,87.0,348.0
38460,2019-07-18,Center Shopping Uberlândia,Sunga,1,100.0,100.0
38462,2019-07-18,Iguatemi Esplanada,Mochila,1,270.0,270.0
38463,2019-07-18,Shopping Center Leste Aricanduva,Cueca Xadrez,2,60.0,120.0
38464,2019-07-18,Iguatemi Campinas,Relógio Listrado,4,218.0,872.0
38465,2019-07-18,Shopping Barra,Gorro Xadrez,5,85.0,425.0
38466,2019-07-18,Iguatemi Campinas,Terno Linho,4,750.0,3000.0
38467,2019-07-18,Shopping Barra,Gorro Liso,1,92.0,92.0
38467,2019-07-18,Shopping Barra,Mochila Liso,3,276.0,828.0
38467,2019-07-18,Shopping Barra,Sunga Estampa,1,120.0,120.0
38468,2019-07-18,Shopping Ibirapuera,Terno Linho,4,750.0,3000.0
38470,2019-07-18,Ribeirão Shopping,Short Estampa,1,96.0,96.0
38471,2019-07-18,Shopping Ibirapuera,Cueca,5,50.0,250.0
38472,2019-07-18,Passei das Águas Shopping,Meia,3,30.0,90.0
38472,2019-07-18,Passei das Águas Shopping,Camisa Linho,1,141.0,141.0
38472,2019-07-18,Passei das Águas Shopping,Meia Linho,3,78.0,234.0
38473,2019-07-18,Passei das Águas Shopping,Pulseira Xadrez,2,87.0,174.0
38474,2019-07-18,Shopping Eldorado,Sapato Liso,1,368.0,368.0
38475,2019-07-18,Iguatemi Campinas,Tênis Linho,3,294.0,882.0
38475,2019-07-18,Iguatemi Campinas,Meia Listrado,4,37.0,148.0
38476,2019-07-18,Shopping Recife,Sunga Linho,2,149.0,298.0
38476,2019-07-18,Shopping Recife,Bermuda,5,150.0,750.0
38477,2019-07-18,Salvador Shopping,Camisa Gola V Linho,1,145.0,145.0
38477,2019-07-18,Salvador Shopping,Sapato Linho,2,391.0,782.0
38477,2019-07-18,Salvador Shopping,Relógio Estampa,1,219.0,219.0
38477,2019-07-18,Salvador Shopping,Short Listrado,4,102.0,408.0
38479,2019-07-18,Bourbon Shopping SP,Mochila Liso,2,276.0,552.0
38480,2019-07-18,Palladium Shopping Curitiba,Sapato Estampa,1,358.0,358.0
38481,2019-07-18,Shopping Iguatemi Fortaleza,Camisa Gola V Listrado,1,116.0,116.0
38481,2019-07-18,Shopping Iguatemi Fortaleza,Camisa Xadrez,1,105.0,105.0
38481,2019-07-18,Shopping Iguatemi Fortaleza,Gorro Listrado,2,97.0,194.0
38483,2019-07-18,Shopping Midway Mall,Sapato Liso,3,368.0,1104.0
38483,2019-07-18,Shopping Midway Mall,Meia Estampa,2,50.0,100.0
38484,2019-07-18,Shopping Midway Mall,Sapato,1,350.0,350.0
38484,2019-07-18,Shopping Midway Mall,Cinto,1,200.0,200.0
38485,2019-07-18,Rio Mar Shopping Fortaleza,Polo Linho,2,176.0,352.0
38485,2019-07-18,Rio Mar Shopping Fortaleza,Sapato Estampa,1,358.0,358.0
38486,2019-07-18,Norte Shopping,Camisa Gola V Xadrez,1,107.0,107.0
38486,2019-07-18,Norte Shopping,Bermuda Estampa,3,169.0,507.0
38487,2019-07-18,Shopping Midway Mall,Gorro Xadrez,1,85.0,85.0
38490,2019-07-18,Iguatemi Campinas,Chinelo Xadrez,1,66.0,66.0
38492,2019-07-18,Rio Mar Recife,Mochila,3,270.0,810.0
38492,2019-07-18,Rio Mar Recife,Calça Linho,2,211.0,422.0
38492,2019-07-18,Rio Mar Recife,Tênis Liso,5,266.0,1330.0
38493,2019-07-18,Shopping Barra,Cueca Linho,5,93.0,465.0
38494,2019-07-18,Shopping Recife,Bermuda,4,150.0,600.0
38494,2019-07-18,Shopping Recife,Chinelo Liso,5,71.0,355.0
38494,2019-07-18,Shopping Recife,Cinto Liso,1,209.0,209.0
38494,2019-07-18,Shopping Recife,Cueca Liso,5,69.0,345.0
38494,2019-07-18,Shopping Recife,Tênis Listrado,1,262.0,262.0
38495,2019-07-18,Palladium Shopping Curitiba,Relógio Estampa,2,219.0,438.0
38497,2019-07-18,Shopping Eldorado,Sapato Listrado,4,363.0,1452.0
38497,2019-07-18,Shopping Eldorado,Sunga,5,100.0,500.0
38498,2019-07-18,Ribeirão Shopping,Polo,1,130.0,130.0
38500,2019-07-18,Center Shopping Uberlândia,Chinelo Liso,2,71.0,142.0
38501,2019-07-18,Iguatemi Campinas,Calça,1,170.0,170.0
38501,2019-07-18,Iguatemi Campinas,Camisa,1,100.0,100.0
38501,2019-07-18,Iguatemi Campinas,Terno Xadrez,1,709.0,709.0
38502,2019-07-18,Novo Shopping Ribeirão Preto,Chinelo Listrado,1,73.0,73.0
38504,2019-07-18,Salvador Shopping,Sapato Linho,3,391.0,1173.0
38506,2019-07-18,Ribeirão Shopping,Casaco Linho,1,299.0,299.0
38507,2019-07-18,Palladium Shopping Curitiba,Tênis Xadrez,1,259.0,259.0
38509,2019-07-18,Bourbon Shopping SP,Pulseira Listrado,2,79.0,158.0
38510,2019-07-18,Shopping Eldorado,Cueca Listrado,1,67.0,67.0
38511,2019-07-18,Shopping Vila Velha,Camisa Gola V Estampa,1,118.0,118.0
38512,2019-07-18,Iguatemi Esplanada,Camisa Xadrez,3,105.0,315.0
38512,2019-07-18,Iguatemi Esplanada,Short Listrado,2,102.0,204.0
38513,2019-07-18,Shopping Eldorado,Bermuda Liso,5,157.0,785.0
38513,2019-07-18,Shopping Eldorado,Tênis,2,250.0,500.0
38515,2019-07-18,Ribeirão Shopping,Bermuda Xadrez,1,155.0,155.0
38515,2019-07-18,Ribeirão Shopping,Short Estampa,2,96.0,192.0
38515,2019-07-18,Ribeirão Shopping,Short Estampa,2,96.0,192.0
38518,2019-07-18,Shopping Midway Mall,Calça Xadrez,2,185.0,370.0
38518,2019-07-18,Shopping Midway Mall,Short Xadrez,1,100.0,100.0
38518,2019-07-18,Shopping Midway Mall,Short Listrado,5,102.0,510.0
38519,2019-07-18,Shopping Iguatemi Fortaleza,Polo Linho,3,176.0,528.0
38519,2019-07-18,Shopping Iguatemi Fortaleza,Bermuda Xadrez,2,155.0,310.0
38519,2019-07-18,Shopping Iguatemi Fortaleza,Camisa Gola V Xadrez,1,107.0,107.0
38521,2019-07-18,Ribeirão Shopping,Short,4,90.0,360.0
38522,2019-07-18,Shopping Barra,Gorro Listrado,3,97.0,291.0
38522,2019-07-18,Shopping Barra,Calça Liso,3,190.0,570.0
38524,2019-07-18,Rio Mar Recife,Calça Xadrez,1,185.0,185.0
38524,2019-07-18,Rio Mar Recife,Camisa Xadrez,2,105.0,210.0
38524,2019-07-18,Rio Mar Recife,Calça,5,170.0,850.0
38524,2019-07-18,Rio Mar Recife,Pulseira Linho,2,114.0,228.0
38526,2019-07-18,Iguatemi Campinas,Calça Estampa,2,177.0,354.0
38526,2019-07-18,Iguatemi Campinas,Relógio Linho,3,240.0,720.0
38527,2019-07-18,Shopping Midway Mall,Relógio,4,200.0,800.0
38528,2019-07-18,Shopping Vila Velha,Camisa Gola V Linho,5,145.0,725.0
38529,2019-07-18,Shopping Eldorado,Pulseira Xadrez,4,87.0,348.0
38529,2019-07-18,Shopping Eldorado,Casaco Xadrez,4,259.0,1036.0
38530,2019-07-18,Palladium Shopping Curitiba,Relógio Listrado,1,218.0,218.0
38530,2019-07-18,Palladium Shopping Curitiba,Cinto Xadrez,2,215.0,430.0
38531,2019-07-18,Shopping Eldorado,Tênis Linho,2,294.0,588.0
38531,2019-07-18,Shopping Eldorado,Camisa Gola V,4,100.0,400.0
38532,2019-07-18,Rio Mar Shopping Fortaleza,Terno Liso,2,720.0,1440.0
38532,2019-07-18,Rio Mar Shopping Fortaleza,Bermuda,1,150.0,150.0
38533,2019-07-18,Palladium Shopping Curitiba,Sapato,1,350.0,350.0
38534,2019-07-18,Shopping SP Market,Cueca,2,50.0,100.0
38534,2019-07-18,Shopping SP Market,Camisa Estampa,2,113.0,226.0
38535,2019-07-18,Shopping Ibirapuera,Polo Estampa,1,138.0,138.0
38535,2019-07-18,Shopping Ibirapuera,Gorro Xadrez,2,85.0,170.0
38535,2019-07-18,Shopping Ibirapuera,Camiseta,1,180.0,180.0
38536,2019-07-18,Shopping Ibirapuera,Cinto Linho,2,248.0,496.0
38537,2019-07-18,Iguatemi Esplanada,Camiseta Liso,3,187.0,561.0
38537,2019-07-18,Iguatemi Esplanada,Relógio Linho,1,240.0,240.0
38537,2019-07-18,Iguatemi Esplanada,Casaco Listrado,1,269.0,269.0
38538,2019-07-18,Passei das Águas Shopping,Calça Estampa,1,177.0,177.0
38540,2019-07-18,Shopping Midway Mall,Chinelo,3,60.0,180.0
38540,2019-07-18,Shopping Midway Mall,Bermuda Liso,1,157.0,157.0
38540,2019-07-18,Shopping Midway Mall,Camiseta Estampa,1,196.0,196.0
38540,2019-07-18,Shopping Midway Mall,Relógio Liso,2,216.0,432.0
38541,2019-07-18,Shopping SP Market,Terno Linho,4,750.0,3000.0
38541,2019-07-18,Shopping SP Market,Pulseira Listrado,1,79.0,79.0
38541,2019-07-18,Shopping SP Market,Chinelo,1,60.0,60.0
38541,2019-07-18,Shopping SP Market,Mochila,2,270.0,540.0
38542,2019-07-18,Shopping Recife,Pulseira Estampa,1,87.0,87.0
38542,2019-07-18,Shopping Recife,Calça,2,170.0,340.0
38543,2019-07-18,Shopping União de Osasco,Bermuda Estampa,2,169.0,338.0
38544,2019-07-18,Iguatemi Campinas,Sunga Linho,4,149.0,596.0
38545,2019-07-18,Shopping Center Interlagos,Pulseira Listrado,2,79.0,158.0
38545,2019-07-18,Shopping Center Interlagos,Polo,1,130.0,130.0
38545,2019-07-18,Shopping Center Interlagos,Sapato Linho,1,391.0,391.0
38546,2019-07-18,Shopping Center Interlagos,Cueca Linho,4,93.0,372.0
38546,2019-07-18,Shopping Center Interlagos,Mochila Liso,3,276.0,828.0
38546,2019-07-18,Shopping Center Interlagos,Camisa Listrado,3,108.0,324.0
38547,2019-07-18,Rio Mar Shopping Fortaleza,Tênis,4,250.0,1000.0
38547,2019-07-18,Rio Mar Shopping Fortaleza,Casaco,1,250.0,250.0
38549,2019-07-18,Shopping SP Market,Pulseira Liso,3,87.0,261.0
38550,2019-07-18,Shopping SP Market,Terno Liso,1,720.0,720.0
38550,2019-07-18,Shopping SP Market,Chinelo Linho,2,105.0,210.0
38552,2019-07-18,Rio Mar Shopping Fortaleza,Chinelo,1,60.0,60.0
38553,2019-07-18,Palladium Shopping Curitiba,Sapato Liso,1,368.0,368.0
38553,2019-07-18,Palladium Shopping Curitiba,Chinelo Liso,4,71.0,284.0
38554,2019-07-18,Iguatemi Esplanada,Casaco Liso,1,255.0,255.0
38554,2019-07-18,Iguatemi Esplanada,Short Linho,3,133.0,399.0
38554,2019-07-18,Iguatemi Esplanada,Mochila Linho,2,311.0,622.0
38554,2019-07-18,Iguatemi Esplanada,Pulseira,1,70.0,70.0
38555,2019-07-18,Shopping União de Osasco,Sapato Liso,2,368.0,736.0
38556,2019-07-18,Salvador Shopping,Camisa Estampa,1,113.0,113.0
38558,2019-07-18,Novo Shopping Ribeirão Preto,Terno Liso,4,720.0,2880.0
38559,2019-07-18,Shopping Recife,Terno Estampa,1,706.0,706.0
38559,2019-07-18,Shopping Recife,Calça Xadrez,5,185.0,925.0
38559,2019-07-18,Shopping Recife,Pulseira Liso,3,87.0,261.0
38560,2019-07-18,Iguatemi Campinas,Meia,2,30.0,60.0
38563,2019-07-18,Iguatemi Esplanada,Polo Liso,1,137.0,137.0
38564,2019-07-18,Rio Mar Shopping Fortaleza,Camiseta,3,180.0,540.0
38564,2019-07-18,Rio Mar Shopping Fortaleza,Polo Xadrez,2,142.0,284.0
38564,2019-07-18,Rio Mar Shopping Fortaleza,Cueca Linho,3,93.0,279.0
38565,2019-07-18,Shopping Iguatemi Fortaleza,Short Liso,1,108.0,108.0
38566,2019-07-18,Palladium Shopping Curitiba,Relógio Xadrez,1,214.0,214.0
38566,2019-07-18,Palladium Shopping Curitiba,Camisa Liso,2,105.0,210.0
38567,2019-07-18,Shopping Vila Velha,Gorro Liso,5,92.0,460.0
38568,2019-07-18,Shopping Midway Mall,Tênis Estampa,5,256.0,1280.0
38568,2019-07-18,Shopping Midway Mall,Short Liso,3,108.0,324.0
38569,2019-07-18,Shopping Iguatemi Fortaleza,Cinto Estampa,2,209.0,418.0
38570,2019-07-18,Center Shopping Uberlândia,Camiseta Linho,1,223.0,223.0
38571,2019-07-18,Passei das Águas Shopping,Meia Listrado,2,37.0,74.0
38571,2019-07-18,Passei das Águas Shopping,Cueca Listrado,1,67.0,67.0
38572,2019-07-18,Shopping SP Market,Terno Liso,3,720.0,2160.0
38572,2019-07-18,Shopping SP Market,Meia Liso,2,38.0,76.0
38572,2019-07-18,Shopping SP Market,Mochila Listrado,2,275.0,550.0
38572,2019-07-18,Shopping SP Market,Chinelo Estampa,2,74.0,148.0
38574,2019-07-18,Rio Mar Recife,Gorro Estampa,1,93.0,93.0
38576,2019-07-18,Shopping SP Market,Cueca Linho,3,93.0,279.0
38576,2019-07-18,Shopping SP Market,Tênis,1,250.0,250.0
38577,2019-07-18,Ribeirão Shopping,Polo Xadrez,1,142.0,142.0
38578,2019-07-18,Ribeirão Shopping,Short Listrado,5,102.0,510.0
38578,2019-07-18,Ribeirão Shopping,Relógio,1,200.0,200.0
38578,2019-07-18,Ribeirão Shopping,Short Estampa,1,96.0,96.0
38579,2019-07-18,Shopping Center Interlagos,Sunga Liso,1,114.0,114.0
38580,2019-07-18,Shopping Vila Velha,Cueca Estampa,2,66.0,132.0
38580,2019-07-18,Shopping Vila Velha,Sapato Xadrez,3,368.0,1104.0
38581,2019-07-18,Shopping SP Market,Camisa Estampa,2,113.0,226.0
38582,2019-07-18,Shopping Center Leste Aricanduva,Cinto,1,200.0,200.0
38582,2019-07-18,Shopping Center Leste Aricanduva,Chinelo Liso,1,71.0,71.0
38583,2019-07-18,Norte Shopping,Gorro Liso,3,92.0,276.0
38583,2019-07-18,Norte Shopping,Cueca Xadrez,5,60.0,300.0
38584,2019-07-18,Shopping SP Market,Relógio Estampa,1,219.0,219.0
38585,2019-07-18,Center Shopping Uberlândia,Tênis Liso,3,266.0,798.0
38585,2019-07-18,Center Shopping Uberlândia,Polo Linho,1,176.0,176.0
38585,2019-07-18,Center Shopping Uberlândia,Camiseta Linho,1,223.0,223.0
38586,2019-07-18,Shopping União de Osasco,Bermuda Linho,1,195.0,195.0
38588,2019-07-18,Shopping SP Market,Cinto Estampa,1,209.0,209.0
38588,2019-07-18,Shopping SP Market,Sapato Estampa,3,358.0,1074.0
38588,2019-07-18,Shopping SP Market,Terno Xadrez,2,709.0,1418.0
38589,2019-07-18,Shopping Iguatemi Fortaleza,Sapato,1,350.0,350.0
38589,2019-07-18,Shopping Iguatemi Fortaleza,Terno Estampa,1,706.0,706.0
38590,2019-07-18,Salvador Shopping,Pulseira Linho,2,114.0,228.0
38590,2019-07-18,Salvador Shopping,Tênis Listrado,2,262.0,524.0
38590,2019-07-18,Salvador Shopping,Short Liso,4,108.0,432.0
38591,2019-07-18,Shopping Midway Mall,Relógio,3,200.0,600.0
38592,2019-07-18,Iguatemi Campinas,Terno Xadrez,4,709.0,2836.0
38593,2019-07-18,Parque Dom Pedro Shopping,Sapato Estampa,1,358.0,358.0
38594,2019-07-18,Shopping Iguatemi Fortaleza,Terno Xadrez,2,709.0,1418.0
38596,2019-07-18,Center Shopping Uberlândia,Pulseira,5,70.0,350.0
38596,2019-07-18,Center Shopping Uberlândia,Terno Xadrez,1,709.0,709.0
38596,2019-07-18,Center Shopping Uberlândia,Chinelo Estampa,1,74.0,74.0
38597,2019-07-18,Shopping Barra,Mochila Xadrez,2,283.0,566.0
38597,2019-07-18,Shopping Barra,Chinelo Liso,1,71.0,71.0
38597,2019-07-18,Shopping Barra,Casaco Xadrez,5,259.0,1295.0
38598,2019-07-19,Passei das Águas Shopping,Casaco Xadrez,1,259.0,259.0
38599,2019-07-19,Salvador Shopping,Camisa Gola V,1,100.0,100.0
38599,2019-07-19,Salvador Shopping,Bermuda Xadrez,2,155.0,310.0
38601,2019-07-19,Salvador Shopping,Polo Listrado,1,149.0,149.0
38602,2019-07-19,Center Shopping Uberlândia,Cueca Liso,3,69.0,207.0
38603,2019-07-19,Shopping Center Leste Aricanduva,Cinto Listrado,1,214.0,214.0
38603,2019-07-19,Shopping Center Leste Aricanduva,Sapato,1,350.0,350.0
38604,2019-07-19,Shopping Ibirapuera,Bermuda Estampa,3,169.0,507.0
38605,2019-07-19,Center Shopping Uberlândia,Sapato,1,350.0,350.0
38608,2019-07-19,Shopping Iguatemi Fortaleza,Meia Estampa,1,50.0,50.0
38608,2019-07-19,Shopping Iguatemi Fortaleza,Casaco Liso,1,255.0,255.0
38610,2019-07-19,Shopping Recife,Sunga Estampa,2,120.0,240.0
38611,2019-07-19,Shopping SP Market,Bermuda Linho,3,195.0,585.0
38612,2019-07-19,Salvador Shopping,Camisa Estampa,2,113.0,226.0
38612,2019-07-19,Salvador Shopping,Cueca Xadrez,5,60.0,300.0
38612,2019-07-19,Salvador Shopping,Pulseira Estampa,1,87.0,87.0
38612,2019-07-19,Salvador Shopping,Pulseira Estampa,1,87.0,87.0
38613,2019-07-19,Center Shopping Uberlândia,Terno Xadrez,2,709.0,1418.0
38613,2019-07-19,Center Shopping Uberlândia,Gorro Liso,1,92.0,92.0
38614,2019-07-19,Shopping Eldorado,Terno Estampa,1,706.0,706.0
38616,2019-07-19,Rio Mar Recife,Short Linho,1,133.0,133.0
38616,2019-07-19,Rio Mar Recife,Sapato Xadrez,1,368.0,368.0
38616,2019-07-19,Rio Mar Recife,Cinto Xadrez,1,215.0,215.0
38616,2019-07-19,Rio Mar Recife,Mochila Xadrez,2,283.0,566.0
38617,2019-07-19,Shopping Center Interlagos,Camisa Listrado,3,108.0,324.0
38618,2019-07-19,Shopping União de Osasco,Terno Xadrez,2,709.0,1418.0
38618,2019-07-19,Shopping União de Osasco,Relógio Estampa,1,219.0,219.0
38620,2019-07-19,Shopping Center Leste Aricanduva,Camiseta Liso,2,187.0,374.0
38620,2019-07-19,Shopping Center Leste Aricanduva,Short,1,90.0,90.0
38621,2019-07-19,Shopping Recife,Camiseta,1,180.0,180.0
38622,2019-07-19,Passei das Águas Shopping,Calça Estampa,4,177.0,708.0
38622,2019-07-19,Passei das Águas Shopping,Camisa Gola V,1,100.0,100.0
38623,2019-07-19,Shopping Center Leste Aricanduva,Sunga Estampa,1,120.0,120.0
38625,2019-07-19,Shopping Midway Mall,Sapato Linho,2,391.0,782.0
38627,2019-07-19,Rio Mar Shopping Fortaleza,Tênis Listrado,1,262.0,262.0
38627,2019-07-19,Rio Mar Shopping Fortaleza,Sunga Liso,2,114.0,228.0
38627,2019-07-19,Rio Mar Shopping Fortaleza,Relógio Linho,1,240.0,240.0
38628,2019-07-19,Novo Shopping Ribeirão Preto,Casaco,2,250.0,500.0
38628,2019-07-19,Novo Shopping Ribeirão Preto,Bermuda Listrado,2,163.0,326.0
38628,2019-07-19,Novo Shopping Ribeirão Preto,Pulseira Liso,1,87.0,87.0
38628,2019-07-19,Novo Shopping Ribeirão Preto,Sunga Liso,1,114.0,114.0
38628,2019-07-19,Novo Shopping Ribeirão Preto,Chinelo Estampa,2,74.0,148.0
38630,2019-07-19,Shopping União de Osasco,Camisa Xadrez,1,105.0,105.0
38630,2019-07-19,Shopping União de Osasco,Tênis Listrado,2,262.0,524.0
38630,2019-07-19,Shopping União de Osasco,Sunga Xadrez,1,116.0,116.0
38633,2019-07-19,Shopping Recife,Terno Xadrez,1,709.0,709.0
38633,2019-07-19,Shopping Recife,Camisa Gola V Estampa,2,118.0,236.0
38634,2019-07-19,Iguatemi Campinas,Short Estampa,3,96.0,288.0
38635,2019-07-19,Shopping Ibirapuera,Short Estampa,2,96.0,192.0
38636,2019-07-19,Center Shopping Uberlândia,Terno,1,700.0,700.0
38637,2019-07-19,Salvador Shopping,Sunga Listrado,3,114.0,342.0
38637,2019-07-19,Salvador Shopping,Cinto Xadrez,1,215.0,215.0
38637,2019-07-19,Salvador Shopping,Mochila Liso,2,276.0,552.0
38638,2019-07-19,Center Shopping Uberlândia,Polo Linho,5,176.0,880.0
38639,2019-07-19,Norte Shopping,Camisa Linho,2,141.0,282.0
38640,2019-07-19,Novo Shopping Ribeirão Preto,Calça Liso,2,190.0,380.0
38640,2019-07-19,Novo Shopping Ribeirão Preto,Cinto,3,200.0,600.0
38641,2019-07-19,Salvador Shopping,Cueca Linho,2,93.0,186.0
38642,2019-07-19,Shopping Center Leste Aricanduva,Camisa Gola V Xadrez,2,107.0,214.0
38643,2019-07-19,Novo Shopping Ribeirão Preto,Camisa Gola V Xadrez,1,107.0,107.0
38643,2019-07-19,Novo Shopping Ribeirão Preto,Terno Xadrez,4,709.0,2836.0
38644,2019-07-19,Rio Mar Recife,Relógio,1,200.0,200.0
38645,2019-07-19,Palladium Shopping Curitiba,Camisa Gola V Liso,2,118.0,236.0
38645,2019-07-19,Palladium Shopping Curitiba,Cueca Listrado,1,67.0,67.0
38646,2019-07-19,Shopping Center Interlagos,Pulseira Liso,3,87.0,261.0
38648,2019-07-19,Shopping Ibirapuera,Polo Liso,2,137.0,274.0
38648,2019-07-19,Shopping Ibirapuera,Polo Liso,1,137.0,137.0
38649,2019-07-19,Center Shopping Uberlândia,Calça Listrado,1,181.0,181.0
38649,2019-07-19,Center Shopping Uberlândia,Camisa Gola V,1,100.0,100.0
38649,2019-07-19,Center Shopping Uberlândia,Sunga Linho,1,149.0,149.0
38650,2019-07-19,Novo Shopping Ribeirão Preto,Gorro Liso,3,92.0,276.0
38650,2019-07-19,Novo Shopping Ribeirão Preto,Bermuda Xadrez,2,155.0,310.0
38650,2019-07-19,Novo Shopping Ribeirão Preto,Camiseta Estampa,3,196.0,588.0
38650,2019-07-19,Novo Shopping Ribeirão Preto,Casaco Liso,4,255.0,1020.0
38651,2019-07-19,Shopping União de Osasco,Tênis Estampa,2,256.0,512.0
38653,2019-07-19,Shopping Barra,Gorro Listrado,1,97.0,97.0
38654,2019-07-19,Shopping Morumbi,Calça Estampa,3,177.0,531.0
38655,2019-07-19,Salvador Shopping,Tênis Listrado,1,262.0,262.0
38655,2019-07-19,Salvador Shopping,Cueca Estampa,1,66.0,66.0
38655,2019-07-19,Salvador Shopping,Gorro Linho,2,124.0,248.0
38655,2019-07-19,Salvador Shopping,Pulseira Xadrez,1,87.0,87.0
38655,2019-07-19,Salvador Shopping,Camiseta Linho,4,223.0,892.0
38655,2019-07-19,Salvador Shopping,Camiseta Xadrez,3,200.0,600.0
38655,2019-07-19,Salvador Shopping,Casaco,1,250.0,250.0
38656,2019-07-19,Shopping União de Osasco,Relógio Linho,1,240.0,240.0
38656,2019-07-19,Shopping União de Osasco,Cinto,1,200.0,200.0
38657,2019-07-19,Shopping Eldorado,Pulseira Linho,4,114.0,456.0
38661,2019-07-19,Shopping Morumbi,Mochila Listrado,1,275.0,275.0
38661,2019-07-19,Shopping Morumbi,Camisa Xadrez,5,105.0,525.0
38662,2019-07-19,Shopping Morumbi,Bermuda Linho,4,195.0,780.0
38663,2019-07-19,Rio Mar Shopping Fortaleza,Gorro,1,80.0,80.0
38663,2019-07-19,Rio Mar Shopping Fortaleza,Chinelo Linho,3,105.0,315.0
38665,2019-07-19,Center Shopping Uberlândia,Camisa Gola V Linho,1,145.0,145.0
38665,2019-07-19,Center Shopping Uberlândia,Pulseira Listrado,5,79.0,395.0
38665,2019-07-19,Center Shopping Uberlândia,Sunga Estampa,4,120.0,480.0
38666,2019-07-19,Bourbon Shopping SP,Relógio Linho,2,240.0,480.0
38666,2019-07-19,Bourbon Shopping SP,Calça Xadrez,2,185.0,370.0
38666,2019-07-19,Bourbon Shopping SP,Pulseira Estampa,3,87.0,261.0
38667,2019-07-19,Shopping Vila Velha,Chinelo Liso,2,71.0,142.0
38669,2019-07-19,Shopping Center Interlagos,Calça Estampa,2,177.0,354.0
38669,2019-07-19,Shopping Center Interlagos,Relógio Liso,2,216.0,432.0
38669,2019-07-19,Shopping Center Interlagos,Camiseta Estampa,5,196.0,980.0
38670,2019-07-19,Shopping Ibirapuera,Cueca Linho,4,93.0,372.0
38671,2019-07-19,Shopping Eldorado,Tênis Estampa,5,256.0,1280.0
38671,2019-07-19,Shopping Eldorado,Polo,1,130.0,130.0
38672,2019-07-19,Parque Dom Pedro Shopping,Camisa Gola V Listrado,4,116.0,464.0
38673,2019-07-19,Shopping Recife,Gorro Xadrez,1,85.0,85.0
38675,2019-07-19,Parque Dom Pedro Shopping,Sapato Estampa,4,358.0,1432.0
38676,2019-07-19,Palladium Shopping Curitiba,Polo Liso,1,137.0,137.0
38677,2019-07-19,Salvador Shopping,Pulseira Linho,5,114.0,570.0
38677,2019-07-19,Salvador Shopping,Sunga Estampa,2,120.0,240.0
38678,2019-07-19,Rio Mar Recife,Meia Estampa,1,50.0,50.0
38681,2019-07-19,Shopping Eldorado,Sunga Linho,1,149.0,149.0
38682,2019-07-19,Rio Mar Shopping Fortaleza,Tênis Liso,1,266.0,266.0
38683,2019-07-19,Bourbon Shopping SP,Calça Liso,4,190.0,760.0
38684,2019-07-19,Shopping Center Leste Aricanduva,Tênis,1,250.0,250.0
38685,2019-07-19,Novo Shopping Ribeirão Preto,Short,5,90.0,450.0
38686,2019-07-19,Shopping Eldorado,Gorro Listrado,1,97.0,97.0
38686,2019-07-19,Shopping Eldorado,Camisa Gola V Linho,2,145.0,290.0
38687,2019-07-19,Iguatemi Campinas,Polo Liso,1,137.0,137.0
38687,2019-07-19,Iguatemi Campinas,Short Linho,2,133.0,266.0
38687,2019-07-19,Iguatemi Campinas,Camisa Gola V Liso,1,118.0,118.0
38688,2019-07-19,Shopping Recife,Casaco Linho,1,299.0,299.0
38690,2019-07-19,Shopping Center Leste Aricanduva,Cinto Estampa,5,209.0,1045.0
38691,2019-07-19,Norte Shopping,Camisa Gola V Xadrez,3,107.0,321.0
38692,2019-07-19,Shopping Barra,Meia,2,30.0,60.0
38693,2019-07-19,Parque Dom Pedro Shopping,Calça Listrado,1,181.0,181.0
38694,2019-07-19,Shopping Center Leste Aricanduva,Camiseta Linho,3,223.0,669.0
38694,2019-07-19,Shopping Center Leste Aricanduva,Cinto Liso,5,209.0,1045.0
38695,2019-07-19,Parque Dom Pedro Shopping,Tênis Linho,1,294.0,294.0
38695,2019-07-19,Parque Dom Pedro Shopping,Camisa Xadrez,2,105.0,210.0
38696,2019-07-19,Shopping Morumbi,Polo Linho,2,176.0,352.0
38696,2019-07-19,Shopping Morumbi,Terno Liso,1,720.0,720.0
38698,2019-07-19,Iguatemi Esplanada,Casaco Liso,3,255.0,765.0
38699,2019-07-19,Shopping Vila Velha,Terno Liso,1,720.0,720.0
38700,2019-07-19,Bourbon Shopping SP,Mochila Estampa,2,277.0,554.0
38700,2019-07-19,Bourbon Shopping SP,Polo Listrado,3,149.0,447.0
38701,2019-07-19,Shopping Center Interlagos,Gorro Liso,2,92.0,184.0
38701,2019-07-19,Shopping Center Interlagos,Casaco Estampa,3,256.0,768.0
38702,2019-07-19,Novo Shopping Ribeirão Preto,Meia Liso,1,38.0,38.0
38702,2019-07-19,Novo Shopping Ribeirão Preto,Camisa Gola V Estampa,3,118.0,354.0
38703,2019-07-19,Shopping Barra,Pulseira Listrado,5,79.0,395.0
38704,2019-07-19,Salvador Shopping,Mochila,1,270.0,270.0
38705,2019-07-19,Shopping Eldorado,Relógio Estampa,1,219.0,219.0
38706,2019-07-19,Shopping Iguatemi Fortaleza,Mochila Liso,2,276.0,552.0
